,clust,Referred a Friend,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Device Protection Plan,Unlimited Data,Monthly Charge,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
3957,2,1,9,66,36.36,1,0,3,1,1,89.9,5958.85,0,2399.7599999999998,8358.61
3958,2,0,0,71,38.22,1,1,23,1,1,82.0,5999.85,0,2713.62,8713.470000000001
3959,2,1,2,72,29.8,1,1,14,0,0,79.35,5753.25,40,2145.6,7938.85
3960,2,1,10,71,4.71,1,1,29,1,1,64.05,4492.9,0,334.41,4827.3099999999995
3961,2,1,9,38,24.22,1,2,14,1,1,101.15,3956.7,0,920.3599999999999,4877.0599999999995
3962,1,0,0,33,0.0,1,1,30,0,1,39.1,1309.0,0,0.0,1309.0
3963,1,1,10,23,0.0,1,1,42,0,1,34.6,813.45,0,0.0,813.45
3964,0,1,3,58,27.93,0,3,0,0,0,19.55,1108.8,0,1619.94,2728.74
3965,1,1,2,4,28.47,1,2,5,0,0,70.5,294.2,10,113.88,418.08
3966,0,1,3,45,39.03,0,3,0,0,0,20.35,929.2,0,1756.3500000000001,2685.55
3967,0,1,2,36,32.3,0,3,0,0,0,19.45,754.5,0,1162.8,1917.3
3968,1,0,0,54,27.62,1,0,24,0,1,69.9,3883.3,0,1491.48,5374.780000000001
3969,1,1,6,23,13.79,1,0,17,0,1,59.7,1414.2,0,317.16999999999996,1731.37
3970,2,1,8,41,18.84,1,0,26,1,1,78.35,3211.2,0,772.4399999999999,3983.64
3971,2,1,3,27,0.0,1,1,27,1,0,45.85,1246.4,30,0.0,1276.4
3972,1,0,0,1,2.7,1,2,14,0,1,95.85,95.85,0,2.7,98.55
3973,2,1,5,67,0.0,1,0,30,0,1,35.7,2545.7,0,0.0,2545.7
3974,0,1,9,56,29.06,0,3,0,0,0,24.95,1468.9,0,1627.36,3096.26
3975,0,1,7,44,32.22,0,3,0,0,0,24.85,1013.6,0,1417.6799999999998,2431.2799999999997
3976,2,1,3,69,14.69,1,2,6,1,0,105.35,7240.65,50,1013.61,8304.26
3977,0,0,0,40,26.03,0,3,0,0,0,19.65,830.25,0,1041.2,1871.45
3978,1,1,6,30,12.49,1,1,19,0,1,54.45,1588.7,0,374.7,1963.4
3979,1,0,0,11,47.61,1,1,12,0,1,70.5,829.3,0,523.71,1353.01
3980,0,0,0,15,9.74,0,3,0,0,0,20.1,302.45,0,146.1,448.54999999999995
3981,1,0,0,11,16.14,1,1,8,1,1,69.35,712.25,0,177.54000000000002,889.79
3982,0,1,7,64,23.25,0,3,0,0,0,19.8,1336.65,0,1488.0,2824.65
3983,1,0,0,1,2.98,1,0,26,0,1,51.2,51.2,0,2.98,54.18
3984,1,0,0,15,20.11,1,0,73,1,1,65.6,1010.0,0,301.65,1311.65
3985,2,0,0,60,16.11,1,0,18,1,1,80.55,4847.05,0,966.5999999999999,5813.65
3986,2,0,0,56,21.61,1,0,27,1,1,52.7,3019.7,0,1210.1599999999999,4229.86
3987,0,0,0,8,11.46,0,3,0,0,0,20.85,161.65,0,91.68,253.33
3988,2,1,6,49,28.42,1,1,41,0,0,52.15,2583.75,50,1392.5800000000002,4026.33
3989,2,0,0,70,14.63,1,2,30,1,1,114.95,7711.25,0,1024.1000000000001,8735.35
3990,2,1,6,72,24.85,1,2,47,1,1,113.65,8124.2,0,1789.2,9913.4
3991,0,0,0,40,22.89,0,3,0,0,0,20.6,827.3,0,915.6,1742.9
3992,1,0,0,1,42.55,1,1,25,1,1,49.85,49.85,0,42.55,92.4
3993,0,1,2,30,9.81,0,3,0,0,0,19.8,576.65,0,294.3,870.95
3994,1,0,0,3,33.28,1,0,69,1,1,55.9,157.55,0,99.84,257.39
3995,1,0,0,5,45.74,1,2,30,0,0,85.3,420.45,10,228.70000000000002,659.15
3996,2,1,6,72,2.71,1,2,20,1,1,107.45,7576.7,0,195.12,7771.82
3997,2,1,5,54,29.66,1,0,76,1,1,91.3,4965.0,0,1601.64,6566.64
3998,2,1,2,72,10.97,1,1,30,1,1,85.95,6151.9,0,789.84,6941.74
3999,2,1,5,69,21.56,1,2,17,1,1,79.2,5420.65,0,1487.6399999999999,6908.289999999999
4000,1,0,0,48,13.03,1,1,5,0,1,55.5,2627.35,0,625.4399999999999,3252.79
4001,1,1,4,8,9.88,1,2,4,0,0,90.25,743.75,0,79.04,822.79
4002,2,1,7,71,46.53,1,1,3,1,1,91.25,6589.6,0,3303.63,9893.23
4003,2,1,8,67,31.41,1,2,23,0,1,100.9,6733.15,0,2104.47,8837.619999999999
4004,2,1,9,34,42.74,1,2,52,0,1,97.7,3410.0,0,1453.16,4863.16
4005,1,0,0,3,34.76,1,2,21,0,1,69.85,199.85,0,104.28,304.13
4006,1,1,2,9,42.39,1,0,16,0,1,65.6,593.3,0,381.51,974.81
4007,2,1,1,71,14.14,1,2,59,1,1,104.65,7288.4,0,1003.94,8292.34
4008,1,0,0,57,30.77,1,2,10,0,0,90.45,5229.8,70,1753.8899999999999,7053.6900000000005
4009,2,0,0,72,0.0,1,0,14,1,1,63.7,4464.8,0,0.0,4464.8
4010,0,0,0,18,38.73,0,3,0,0,0,20.1,401.85,0,697.14,1098.99
4011,2,0,0,43,22.83,1,2,47,1,1,104.3,4451.85,0,981.6899999999999,5433.54
4012,2,1,2,72,1.72,1,0,7,1,1,93.25,6688.95,0,123.84,6812.79
4013,2,1,10,35,13.39,1,1,20,0,1,73.45,2661.1,0,468.65000000000003,3129.75
4014,0,0,0,4,45.37,0,3,0,0,0,20.7,73.05,0,181.48,254.52999999999997
4015,0,1,8,49,33.65,0,3,0,0,0,25.25,1211.65,0,1648.85,2860.5
4016,2,1,5,71,36.5,1,2,19,1,1,100.5,7030.65,0,2591.5,9622.15
4017,1,1,9,11,38.48,1,2,19,0,1,90.6,1020.2,0,423.28,1443.48
4018,2,1,6,63,44.55,1,1,29,1,1,89.4,5597.65,0,2806.6499999999996,8404.3
4019,0,0,0,49,31.7,0,3,0,0,0,20.45,1024.65,0,1553.3,2577.95
4020,0,1,1,4,28.55,0,3,0,0,0,19.95,82.9,0,114.2,197.10000000000002
4021,2,1,2,72,11.85,1,2,82,1,1,109.15,7789.6,0,853.1999999999999,8642.800000000001
4022,1,0,0,57,38.94,1,2,7,0,1,94.7,5468.95,0,2219.58,7688.53
4023,1,1,2,28,9.31,1,1,19,0,1,64.4,1802.15,0,260.68,2062.83
4024,0,1,10,25,3.6,0,3,0,0,0,26.8,733.55,0,90.0,823.55
4025,2,1,1,47,6.56,1,1,11,1,0,66.05,3021.45,40,308.32,3369.77
4026,2,1,3,57,1.54,1,1,15,0,1,65.2,3687.85,0,87.78,3775.63
4027,1,0,0,5,41.29,1,1,51,1,1,55.8,274.35,0,206.45,480.8
4028,0,0,0,72,8.53,0,3,0,0,0,19.95,1322.85,0,614.16,1937.0099999999998
4029,2,1,3,48,0.0,1,1,22,1,1,45.0,2196.3,0,0.0,2196.3
4030,2,1,8,68,23.14,1,2,21,1,1,114.9,7843.55,0,1573.52,9417.07
4031,1,0,0,30,42.49,1,2,73,0,0,106.4,3211.9,60,1274.7,4546.6
4032,1,1,2,3,2.66,1,1,7,0,1,46.1,130.15,0,7.98,138.13
4033,0,0,0,4,27.37,0,3,0,0,0,20.05,85.5,0,109.48,194.98000000000002
4034,2,1,9,71,27.26,1,2,12,1,1,95.75,6849.4,0,1935.46,8784.86
4035,0,1,6,8,23.18,0,3,0,0,0,24.4,203.95,0,185.44,389.39
4036,2,1,3,61,0.0,1,1,76,1,0,33.6,2117.2,110,0.0,2227.2
4037,2,1,7,72,8.51,1,2,24,1,1,90.45,6565.85,0,612.72,7178.570000000001
4038,1,0,0,5,48.49,1,2,85,0,1,84.0,424.75,0,242.45000000000002,667.2
4039,2,0,0,49,20.45,1,0,23,1,1,67.4,3306.85,0,1002.05,4308.9
4040,0,0,0,8,22.15,0,3,0,0,0,19.7,168.9,0,177.2,346.1
4041,1,0,0,3,49.63,1,2,26,0,1,80.35,253.8,0,148.89000000000001,402.69000000000005
4042,0,1,9,9,2.68,0,3,0,0,0,19.6,197.4,0,24.12,221.52
4043,2,1,1,67,10.9,1,0,26,0,0,54.2,3838.2,10,730.3000000000001,4578.5
4044,1,0,0,46,24.13,1,0,16,0,1,45.2,2065.15,0,1109.98,3175.13
4045,2,1,10,67,4.71,1,1,58,1,1,75.1,5064.45,0,315.57,5380.0199999999995
4046,0,1,8,55,3.28,0,3,0,0,0,19.7,1140.05,0,180.39999999999998,1320.4499999999998
4047,2,1,1,33,19.11,1,1,21,1,1,72.75,2447.45,0,630.63,3078.08
4048,0,1,5,62,20.96,0,3,0,0,0,20.05,1263.9,0,1299.52,2563.42
4049,1,1,8,49,0.0,1,1,47,0,1,39.2,1838.15,0,0.0,1838.15
4050,1,0,0,1,18.57,1,1,26,0,0,44.75,44.75,10,18.57,73.32
4051,2,1,8,14,45.57,1,2,10,1,1,82.65,1185.0,0,637.98,1822.98
4052,2,1,1,72,24.89,1,2,5,1,1,117.15,8529.5,0,1792.08,10321.58
4053,2,0,0,64,36.54,1,2,14,1,1,99.25,6549.45,0,2338.56,8888.01
4054,2,1,9,69,3.41,1,2,41,1,1,112.55,7806.5,0,235.29000000000002,8041.79
4055,0,0,0,1,43.84,0,3,0,0,0,25.7,25.7,0,43.84,69.54
4056,2,1,1,71,15.71,1,1,57,1,0,90.3,6287.3,100,1115.41,7502.71
4057,2,1,1,66,48.11,1,0,27,0,1,49.4,3251.85,0,3175.2599999999998,6427.11
4058,0,0,0,2,15.16,0,3,0,0,0,19.4,50.6,0,30.32,80.92
4059,1,0,0,11,27.84,1,0,59,0,1,61.25,729.95,0,306.24,1036.19
4060,1,0,0,47,25.25,1,0,17,0,1,55.3,2654.05,0,1186.75,3840.8
4061,2,1,1,60,2.83,1,2,19,0,1,103.75,5969.95,0,169.8,6139.75
4062,0,0,0,11,33.48,0,3,0,0,0,19.5,226.8,0,368.28,595.0799999999999
4063,1,0,0,29,0.0,1,0,28,0,1,39.5,1082.75,0,0.0,1082.75
4064,1,1,1,21,0.0,1,1,59,0,1,26.05,565.75,0,0.0,565.75
4065,1,0,0,3,0.0,1,1,53,0,1,29.65,90.05,0,0.0,90.05
4066,1,1,1,43,14.64,1,1,19,0,1,50.2,2169.4,0,629.52,2798.92
4067,1,0,0,5,44.65,1,2,30,1,1,105.3,550.6,0,223.25,773.85
4068,1,0,0,1,6.43,1,1,27,0,0,55.45,55.45,10,6.43,71.88
4069,2,0,0,71,23.41,1,1,53,1,1,85.45,6300.85,0,1662.11,7962.96
4070,0,1,1,8,28.37,0,3,0,0,0,19.8,160.05,0,226.96,387.01
4071,1,0,0,8,48.2,1,1,22,0,1,59.25,436.6,0,385.6,822.2
4072,1,0,0,20,25.41,1,2,27,1,1,90.7,1781.35,0,508.2,2289.5499999999997
4073,2,0,0,71,41.34,1,2,10,0,1,79.05,5552.5,0,2935.1400000000003,8487.64
4074,1,1,6,2,0.0,1,1,20,0,1,30.25,63.75,0,0.0,63.75
4075,2,1,10,12,0.0,1,0,82,1,1,49.85,617.15,0,0.0,617.15
4076,1,0,0,9,42.1,1,2,16,1,1,93.0,870.25,0,378.90000000000003,1249.15
4077,0,0,0,6,27.78,0,3,0,0,0,19.7,111.65,0,166.68,278.33000000000004
4078,2,1,2,71,23.06,1,0,6,1,1,84.8,6046.1,0,1637.26,7683.360000000001
4079,2,1,5,42,6.37,1,2,69,0,0,94.45,3923.8,140,267.54,4331.34
4080,0,1,2,45,40.19,0,3,0,0,0,20.85,892.15,0,1808.55,2700.7
4081,2,1,8,28,0.0,1,1,52,1,1,60.0,1682.05,0,0.0,1682.05
4082,2,1,7,43,41.83,1,2,15,0,1,80.45,3398.9,0,1798.6899999999998,5197.59
4083,2,0,0,60,49.96,1,1,85,1,1,84.95,4984.85,0,2997.6,7982.450000000001
4084,2,1,4,7,0.0,1,1,28,1,1,49.65,305.55,0,0.0,305.55
4085,0,1,2,25,10.49,0,3,0,0,0,20.2,507.9,0,262.25,770.15
4086,1,0,0,27,8.86,1,2,73,1,0,100.5,2673.45,70,239.21999999999997,2982.6699999999996
4087,1,0,0,10,0.0,1,1,22,0,1,35.75,389.8,0,0.0,389.8
4088,1,0,0,11,7.42,1,1,17,1,1,53.8,651.55,0,81.62,733.17
4089,1,1,3,4,0.0,1,1,53,0,1,38.55,156.1,0,0.0,156.1
4090,2,0,0,68,0.0,1,1,58,1,1,39.9,2796.35,0,0.0,2796.35
4091,0,0,0,18,18.8,0,3,0,0,0,20.1,407.05,0,338.40000000000003,745.45
4092,0,0,0,26,13.34,0,3,0,0,0,20.3,511.25,0,346.84,858.0899999999999
4093,2,1,5,17,0.0,1,1,23,1,1,35.65,646.05,0,0.0,646.05
4094,1,0,0,30,47.06,1,0,24,1,1,55.65,1653.85,0,1411.8000000000002,3065.65
4095,1,0,0,9,0.0,1,1,14,1,1,50.8,463.6,0,0.0,463.6
4096,0,1,1,3,30.34,0,3,0,0,0,19.65,60.65,0,91.02,151.67
4097,1,0,0,14,44.14,1,1,24,1,1,59.8,824.85,0,617.96,1442.81
4098,1,0,0,7,15.84,1,1,14,1,1,61.4,438.9,0,110.88,549.78
4099,0,1,8,17,14.69,0,3,0,0,0,19.9,329.75,0,249.73,579.48
4100,0,1,5,32,35.05,0,3,0,0,0,19.45,674.55,0,1121.6,1796.1499999999999
4101,2,1,9,72,33.39,1,2,52,1,0,109.55,7887.25,120,2404.08,10411.33
4102,2,1,6,27,46.66,1,2,28,0,1,74.4,1972.35,0,1259.82,3232.17
4103,1,0,0,7,34.59,1,2,12,1,1,74.9,490.55,0,242.13000000000002,732.6800000000001
4104,2,1,7,11,21.14,1,1,47,1,1,59.65,683.25,0,232.54000000000002,915.79
4105,2,1,9,72,46.63,1,2,14,1,1,110.45,8058.85,0,3357.36,11416.210000000001
4106,0,0,0,71,2.66,0,3,0,0,0,24.55,1719.15,0,188.86,1908.0100000000002
4107,0,1,3,47,15.68,0,3,0,0,0,24.55,1160.45,0,736.96,1897.41
4108,0,0,0,8,35.21,0,3,0,0,0,20.45,162.3,0,281.68,443.98
4109,0,1,3,48,13.26,0,3,0,0,0,19.55,883.35,0,636.48,1519.83
4110,0,0,0,70,10.0,0,3,0,0,0,19.7,1341.5,0,700.0,2041.5
4111,1,0,0,1,20.1,1,0,21,0,1,70.45,70.45,0,20.1,90.55000000000001
4112,1,1,1,8,39.59,1,2,16,0,0,85.65,659.45,70,316.72,1046.17
4113,0,1,4,60,15.65,0,3,0,0,0,20.55,1205.05,0,939.0,2144.05
4114,2,1,7,49,16.02,1,2,18,0,1,97.95,4917.9,0,784.98,5702.879999999999
4115,0,0,0,29,32.43,0,3,0,0,0,20.0,599.3,0,940.47,1539.77
4116,0,1,1,67,35.34,0,3,0,0,0,25.25,1733.15,0,2367.78,4100.93
4117,2,1,8,67,28.06,1,1,15,1,1,70.9,4677.1,0,1880.02,6557.120000000001
4118,0,1,1,6,6.48,0,3,0,0,0,19.85,119.3,0,38.88,158.18
4119,2,0,0,47,14.54,1,2,10,1,1,106.35,4849.1,0,683.38,5532.4800000000005
4120,2,0,0,53,43.57,1,2,13,1,1,99.5,5424.25,0,2309.21,7733.46
4121,2,1,10,69,48.37,1,1,7,1,1,84.7,5878.9,0,3337.5299999999997,9216.43
4122,1,0,0,3,18.26,1,2,29,0,1,86.05,244.85,0,54.78,299.63
4123,1,0,0,4,30.07,1,0,29,0,1,44.55,220.75,0,120.28,341.03
4124,2,1,6,56,37.58,1,1,26,0,1,75.85,4261.2,0,2104.48,6365.68
4125,1,1,8,2,15.5,1,1,12,0,1,45.0,89.75,0,31.0,120.75
4126,0,1,6,12,46.06,0,3,0,0,0,20.5,255.5,0,552.72,808.22
4127,2,1,7,28,26.28,1,2,19,0,1,90.45,2509.25,0,735.84,3245.09
4128,1,0,0,24,23.71,1,1,4,0,1,60.45,1440.75,0,569.04,2009.79
4129,2,1,8,68,7.47,1,1,29,1,1,78.45,5333.35,0,507.96,5841.31
4130,1,0,0,39,14.72,1,2,85,0,1,100.55,3895.35,0,574.08,4469.43
4131,0,0,0,42,5.95,0,3,0,0,0,20.35,869.9,0,249.9,1119.8
4132,1,1,1,6,23.35,1,2,8,0,1,90.75,512.25,0,140.10000000000002,652.35
4133,0,1,1,38,10.54,0,3,0,0,0,20.25,814.75,0,400.52,1215.27
4134,0,0,0,18,26.26,0,3,0,0,0,20.05,388.6,0,472.68,861.28
4135,0,1,1,4,29.14,0,3,0,0,0,19.6,93.45,0,116.56,210.01
4136,1,1,1,27,41.48,1,1,15,0,1,53.8,1389.85,0,1119.9599999999998,2509.8099999999995
4137,1,0,0,41,13.76,1,0,11,1,1,70.2,2894.55,0,564.16,3458.71
4138,2,1,1,50,31.83,1,0,47,0,0,75.5,4025.6,100,1591.5,5717.1
4139,0,1,1,72,22.78,0,3,0,0,0,20.35,1354.4,0,1640.16,2994.5600000000004
4140,0,0,0,70,31.33,0,3,0,0,0,26.05,1856.4,0,2193.1,4049.5
4141,0,1,1,44,34.94,0,3,0,0,0,20.6,926.0,0,1537.36,2463.3599999999997
4142,0,1,1,34,41.72,0,3,0,0,0,20.1,682.1,0,1418.48,2100.58
4143,0,1,9,71,32.18,0,3,0,0,0,24.5,1816.2,0,2284.78,4100.9800000000005
4144,2,0,0,64,5.68,1,2,24,1,0,110.5,7069.25,60,363.52,7492.77
4145,0,1,9,72,49.51,0,3,0,0,0,25.25,1841.2,0,3564.72,5405.92
4146,2,1,3,23,31.39,1,1,29,1,1,68.75,1689.45,0,721.97,2411.42
4147,0,1,10,52,40.76,0,3,0,0,0,19.2,1054.75,0,2119.52,3174.27
4148,2,0,0,64,44.31,1,2,4,1,1,115.1,7334.05,0,2835.84,10169.89
4149,1,0,0,24,25.68,1,2,6,0,1,99.65,2404.85,0,616.3199999999999,3021.17
4150,1,0,0,2,49.41,1,2,20,1,0,91.45,171.45,10,98.82,280.27
4151,2,1,9,34,9.09,1,1,16,1,1,84.75,2839.45,0,309.06,3148.5099999999998
4152,2,1,7,53,31.86,1,1,56,1,1,78.75,3942.45,0,1688.58,5631.03
4153,0,1,8,47,37.35,0,3,0,0,0,20.25,873.4,0,1755.45,2628.85
4154,0,0,0,72,31.93,0,3,0,0,0,19.9,1529.65,0,2298.96,3828.61
4155,2,1,1,72,20.79,1,2,59,0,1,97.75,6991.6,0,1496.8799999999999,8488.48
4156,1,0,0,7,39.02,1,2,25,1,1,100.4,715.0,0,273.14000000000004,988.1400000000001
4157,0,1,10,71,33.0,0,3,0,0,0,24.45,1681.6,0,2343.0,4024.6
4158,2,1,2,67,0.0,1,1,17,0,1,50.9,3281.65,0,0.0,3281.65
4159,2,1,8,69,33.37,1,2,24,1,1,107.2,7317.1,0,2302.5299999999997,9619.630000000001
4160,2,0,0,72,2.56,1,2,25,1,1,113.4,8164.1,0,184.32,8348.42
4161,1,1,10,34,0.0,1,1,29,0,1,40.55,1325.85,0,0.0,1325.85
4162,0,1,7,65,2.95,0,3,0,0,0,26.0,1654.85,0,191.75,1846.6
4163,2,0,0,70,44.57,1,2,26,1,1,111.95,7795.95,0,3119.9,10915.85
4164,2,1,10,72,0.0,1,0,14,1,1,53.8,3952.45,0,0.0,3952.45
4165,1,0,0,35,10.11,1,1,73,0,1,72.1,2495.15,0,353.84999999999997,2849.0
4166,2,1,3,12,25.09,1,0,17,1,1,78.85,876.75,0,301.08,1177.83
4167,2,1,5,62,42.05,1,1,20,1,1,70.75,4263.45,0,2607.1,6870.549999999999
4168,1,0,0,25,21.67,1,1,48,0,1,76.15,1992.95,0,541.75,2534.7
4169,1,0,0,52,0.0,1,1,7,0,0,39.1,1982.1,130,0.0,2112.1
4170,0,0,0,2,1.81,0,3,0,0,0,20.05,33.7,0,3.62,37.32
4171,0,1,10,56,35.38,0,3,0,0,0,20.05,1090.1,0,1981.2800000000002,3071.38
4172,0,0,0,12,35.81,0,3,0,0,0,19.45,227.45,0,429.72,657.1700000000001
4173,0,1,7,47,11.68,0,3,0,0,0,26.9,1250.85,0,548.96,1799.81
4174,1,0,0,18,17.33,1,1,69,1,0,50.0,892.7,50,311.93999999999994,1254.6399999999999
4175,1,0,0,8,46.78,1,1,24,0,1,60.0,487.75,0,374.24,861.99
4176,2,1,8,45,22.8,1,2,15,1,1,84.55,3713.95,0,1026.0,4739.95
4177,1,0,0,3,20.37,1,0,17,0,1,45.45,141.7,0,61.11,202.81
4178,0,0,0,38,40.64,0,3,0,0,0,20.05,678.2,0,1544.32,2222.52
4179,2,1,2,72,47.82,1,2,21,1,1,115.55,8425.3,0,3443.04,11868.34
4180,2,1,4,71,15.73,1,2,17,1,1,99.0,7061.65,0,1116.83,8178.48
4181,2,1,9,66,0.0,1,0,23,0,0,50.55,3364.55,110,0.0,3474.55
4182,0,1,5,13,35.19,0,3,0,0,0,25.0,332.5,0,457.46999999999997,789.97
4183,2,1,1,65,10.11,1,0,26,1,1,91.55,5963.95,0,657.15,6621.099999999999
4184,0,1,2,15,46.47,0,3,0,0,0,19.35,278.85,0,697.05,975.9
4185,0,1,1,72,13.27,0,3,0,0,0,24.85,1871.85,0,955.4399999999999,2827.29
4186,2,1,1,42,12.6,1,2,26,1,1,100.4,4303.65,0,529.1999999999999,4832.849999999999
4187,0,1,1,71,48.01,0,3,0,0,0,25.0,1753.0,0,3408.71,5161.71
4188,0,0,0,35,37.81,0,3,0,0,0,19.25,617.65,0,1323.3500000000001,1941.0
4189,2,1,1,53,43.39,1,2,29,1,1,108.25,5935.1,0,2299.67,8234.77
4190,0,0,0,48,33.68,0,3,0,0,0,20.15,982.95,0,1616.6399999999999,2599.59
4191,0,0,0,10,4.42,0,3,0,0,0,20.0,198.7,0,44.2,242.89999999999998
4192,1,0,0,12,16.96,1,2,18,1,1,105.3,1275.65,0,203.52,1479.17
4193,1,0,0,58,40.16,1,1,20,0,0,65.25,3791.6,110,2329.2799999999997,6230.879999999999
4194,0,0,0,37,41.99,0,3,0,0,0,19.8,813.3,0,1553.63,2366.9300000000003
4195,0,1,1,44,4.17,0,3,0,0,0,19.6,780.25,0,183.48,963.73
4196,0,0,0,27,17.3,0,3,0,0,0,20.05,552.9,0,467.1,1020.0
4197,1,0,0,8,20.9,1,1,6,0,1,49.4,408.25,0,167.2,575.45
4198,2,1,1,57,32.37,1,2,28,0,1,100.6,5611.7,0,1845.09,7456.79
4199,0,0,0,12,18.12,0,3,0,0,0,19.45,246.25,0,217.44,463.69
4200,0,1,1,62,2.41,0,3,0,0,0,20.3,1296.15,0,149.42000000000002,1445.5700000000002
4201,2,1,1,65,27.69,1,2,52,1,1,107.65,7082.85,0,1799.8500000000001,8882.7
4202,2,1,1,71,26.58,1,0,27,1,1,80.45,5662.25,0,1887.1799999999998,7549.43
4203,1,1,1,21,35.72,1,0,30,0,1,58.85,1215.45,0,750.12,1965.5700000000002
4204,2,1,9,71,49.32,1,2,9,1,1,109.6,7854.15,0,3501.72,11355.869999999999
4205,1,0,0,7,30.06,1,2,10,1,0,75.15,525.0,10,210.42,745.42
4206,2,0,0,72,23.02,1,0,69,1,1,73.0,5265.2,0,1657.44,6922.639999999999
4207,1,0,0,1,1.15,1,2,23,0,1,70.1,70.1,0,1.15,71.25
4208,2,1,6,72,35.21,1,2,10,1,1,98.65,7129.45,0,2535.12,9664.57
4209,2,1,3,64,39.37,1,2,53,1,1,111.45,7266.95,0,2519.68,9786.63
4210,2,0,0,72,48.37,1,2,5,1,1,114.9,8496.7,0,3482.64,11979.34
4211,1,0,0,29,10.67,1,2,12,1,1,100.55,2878.75,0,309.43,3188.18
4212,0,0,0,13,6.56,0,3,0,0,0,20.4,261.3,0,85.28,346.58000000000004
4213,1,0,0,31,45.71,1,2,58,0,1,104.35,3205.6,0,1417.01,4622.61
4214,1,1,8,14,9.77,1,1,21,0,1,80.45,1137.05,0,136.78,1273.83
4215,2,0,0,72,44.21,1,1,22,1,1,91.35,6697.2,0,3183.12,9880.32
4216,0,0,0,25,18.87,0,3,0,0,0,19.9,505.45,0,471.75,977.2
4217,1,0,0,18,48.68,1,1,48,1,1,68.35,1299.8,0,876.24,2176.04
4218,2,1,6,71,28.02,1,1,27,1,1,79.1,5564.85,0,1989.42,7554.27
4219,1,0,0,2,5.3,1,2,11,0,1,80.55,188.1,0,10.6,198.7
4220,2,1,1,17,29.87,1,1,53,1,1,66.7,1077.05,0,507.79,1584.84
4221,1,0,0,56,37.15,1,2,13,0,1,86.4,4922.4,0,2080.4,7002.799999999999
4222,2,1,7,60,0.0,1,0,4,1,1,50.05,2911.5,0,0.0,2911.5
4223,0,0,0,33,36.5,0,3,0,0,0,25.7,826.1,0,1204.5,2030.6
4224,1,0,0,1,43.06,1,2,9,0,1,83.4,83.4,0,43.06,126.46000000000001
4225,2,1,8,63,12.96,1,2,7,0,0,84.65,5377.8,20,816.48,6214.280000000001
4226,2,0,0,55,27.0,1,0,20,1,1,64.75,3617.1,0,1485.0,5102.1
4227,2,1,8,65,36.62,1,2,6,0,1,100.15,6643.5,0,2380.2999999999997,9023.8
4228,0,0,0,63,4.01,0,3,0,0,0,25.25,1559.3,0,252.63,1811.9299999999998
4229,2,1,5,36,0.0,1,0,71,1,1,40.65,1547.35,0,0.0,1547.35
4230,1,0,0,22,48.07,1,2,18,1,1,94.95,2142.8,0,1057.54,3200.34
4231,0,0,0,1,11.96,0,3,0,0,0,19.8,19.8,0,11.96,31.76
4232,2,0,0,56,49.36,1,1,21,1,1,81.8,4534.45,0,2764.16,7298.61
4233,0,0,0,2,43.27,0,3,0,0,0,20.0,40.9,0,86.54,127.44
4234,1,0,0,35,20.61,1,1,16,1,1,59.6,2094.9,0,721.35,2816.25
4235,0,1,5,64,6.81,0,3,0,0,0,25.0,1584.8,0,435.84,2020.6399999999999
4236,1,0,0,15,6.22,1,2,4,1,1,84.35,1302.65,0,93.3,1395.95
4237,1,0,0,1,33.32,1,1,48,0,0,55.55,55.55,30,33.32,118.87
4238,2,1,9,70,39.53,1,1,53,0,1,75.35,5437.75,0,2767.1,8204.85
4239,1,0,0,39,6.77,1,1,17,0,1,59.3,2209.15,0,264.03,2473.1800000000003
4240,1,0,0,29,17.87,1,0,26,0,1,66.1,1912.15,0,518.23,2430.38
4241,0,1,2,14,44.55,0,3,0,0,0,18.8,255.55,0,623.6999999999999,879.25
4242,2,0,0,61,4.51,1,0,24,1,1,86.45,5175.3,0,275.11,5450.41
4243,1,0,0,13,19.17,1,0,59,0,1,52.1,670.65,0,249.21000000000004,919.86
4244,2,0,0,66,0.0,1,1,29,1,0,47.4,3177.25,0,0.0,3177.25
4245,2,1,7,59,40.47,1,2,4,1,1,109.15,6557.75,0,2387.73,8945.48
4246,2,1,6,62,15.76,1,2,59,0,1,94.95,5791.85,0,977.12,6768.97
4247,2,0,0,66,12.48,1,1,23,1,1,79.5,5196.1,0,823.6800000000001,6019.780000000001
4248,2,0,0,72,19.6,1,2,15,1,1,115.05,8405.0,0,1411.2,9816.2
4249,2,1,2,51,18.42,1,2,47,0,1,95.15,5000.05,0,939.4200000000001,5939.47
4250,2,0,0,63,22.73,1,2,73,0,0,105.4,6713.2,130,1431.99,8275.19
4251,0,0,0,27,33.4,0,3,0,0,0,20.1,562.6,0,901.8,1464.4
4252,0,1,10,42,32.02,0,3,0,0,0,20.7,828.85,0,1344.8400000000001,2173.69
4253,0,0,0,29,21.19,0,3,0,0,0,20.35,617.35,0,614.51,1231.8600000000001
4254,0,0,0,30,24.57,0,3,0,0,0,19.7,625.05,0,737.1,1362.15
4255,2,1,9,71,22.83,1,1,53,1,1,85.45,6029.9,0,1620.9299999999998,7650.83
4256,2,1,6,46,0.0,1,1,26,1,0,40.4,1842.7,80,0.0,1922.7
